"국가및권역별","전산업·소재부품장비산업별","항목","단위","2012.01 월","2012.02 월","2012.03 월","2012.04 월","2012.05 월","2012.06 월","2012.07 월","2012.08 월","2012.09 월","2012.10 월","2012.11 월","2012.12 월","2013.01 월","2013.02 월","2013.03 월","2013.04 월","2013.05 월","2013.06 월","2013.07 월","2013.08 월","2013.09 월","2013.10 월","2013.11 월","2013.12 월","2014.01 월","2014.02 월","2014.03 월","2014.04 월","2014.05 월","2014.06 월","2014.07 월","2014.08 월","2014.09 월","2014.10 월","2014.11 월","2014.12 월","2015.01 월","2015.02 월","2015.03 월","2015.04 월","2015.05 월","2015.06 월","2015.07 월","2015.08 월","2015.09 월","2015.10 월","2015.11 월","2015.12 월","2016.01 월","2016.02 월","2016.03 월","2016.04 월","2016.05 월","2016.06 월","2016.07 월","2016.08 월","2016.09 월","2016.10 월","2016.11 월","2016.12 월","2017.01 월","2017.02 월","2017.03 월","2017.04 월","2017.05 월","2017.06 월","2017.07 월","2017.08 월","2017.09 월","2017.10 월","2017.11 월","2017.12 월","2018.01 월","2018.02 월","2018.03 월","2018.04 월","2018.05 월","2018.06 월","2018.07 월","2018.08 월","2018.09 월","2018.10 월","2018.11 월","2018.12 월","2019.01 월","2019.02 월","2019.03 월","2019.04 월","2019.05 월","2019.06 월","2019.07 월","2019.08 월","2019.09 월","2019.10 월","2019.11 월","2019.12 월","2020.01 월","2020.02 월","2020.03 월","2020.04 월","2020.05 월","2020.06 월","2020.07 월","2020.08 월","2020.09 월","2020.10 월","2020.11 월","2020.12 월","2021.01 월","2021.02 월","2021.03 월","2021.04 월","2021.05 월","2021.06 월","2021.07 월","2021.08 월","2021.09 월","2021.10 월","2021.11 월","2021.12 월","2022.01 월","2022.02 월","2022.03 월",
"중국","소재·부품·장비산업","수입액[$]","$","3800346063","3526255247","4097632925","3854790245","4051115417","3805269232","4024656648","3677028706","3933120610","4116526887","4063212388","3608702079","4033552768","3217656300","4175645320","4249999498","4208844780","3814213373","4193089156","3895258935","3797351271","4260896323","4237809285","3996902224","4252830019","3533413676","4451629396","4604332895","4447685376","4277818060","4410482334","3955331114","4536552876","4415529410","4401934555","4988425825","4507456907","3926546096","4310372609","4442492045","4038032443","4243629791","4397781653","4066868106","4338994921","4402821274","4154528240","3892966909","3540060029","3218249456","4047856776","3934160333","3719807185","3921767856","3839888052","3970457004","3869780796","3799939120","4212184644","4154285406","4247287832","3657480203","4812241958","4282097483","4446680947","4331485993","4312428773","4530872855","4622165146","4196968681","4729568886","4634737974","4830712934","4112565514","4832816319","4815224960","5266695030","5024267207","4999807043","4906477877","4467962198","4984844973","5213247274","5181211563","5342680487","3625854906","4816020797","5187515215","5454363889","4587962341","4872095940","4279515906","4141168114","4288045134","4294532715","4466557802","4473047594","2983949356","4782063639","4660789225","4345466051","4409051887","4555132421","4246362356","4665647180","4688959664","5013664675","5290271212","5096033198","4487431345","5725138734","5882379546","5588402675","5802755476","6116790739","6078977823","5936360732","5804648764","7184828426","7215186347","6601725605","5297714566","6145909201",
"중동","전산업","수출액[$]","$","2902369648","2812834130","2953422008","3309300747","3398819464","3328757308","3217585234","2592280395","3033707903","3014107184","3083090514","2970176018","3021470767","2638480053","2813008593","2880004539","2924415701","2547154723","2389582353","2429001415","2103107631","2822390429","2753371236","2966162832","2675037101","2689995154","2925288578","3065320740","2922116612","2936323892","3014640961","2503465402","2718439733","3076468277","3111116587","3147688755","2528870602","2493340645","2960627553","3086663934","2542207516","2692089278","2444414223","2019596527","2358096693","2286738185","2356667822","2643249118","1731558513","2339113076","2293913506","2229996848","2069492955","2177939861","1971477979","1858915440","1908626583","2525265384","2615669402","2505631716","1873235232","2096602434","2519024018","2130288290","2000923580","2037179273","1861582182","1844820876","2070357147","1660052813","2260148046","2025860602","1944708026","1880956066","1932001107","2091706335","1866311050","1818122831","2255909254","1694590231","1505907873","1585263370","1564436831","1478430649","1423381196","1379375945","1436679501","1565480859","1343183006","1381504374","1429475026","1351427773","1366430004","1597492969","1582062122","1755277555","1284478960","1379449291","1546798181","1242140965","999956318","1080886132","1075011674","1075320651","1235659630","1295398559","1252132143","1167684056","1115535582","1048129829","1277225258","1291737016","1047152616","1316968199","1329377582","1234261850","1281886931","1501465774","1424467763","1669046276","1401755396","1370925489","1505569768",
"중동","전산업","수입액[$]","$","10981023588","11563317421","10546926860","11204267110","11361261061","10292972692","9385311969","9927788400","10151177410","10161124393","11078746544","11113825603","11115402431","11437740096","11003653122","9871318517","9302771785","10339792836","10640256839","9645763050","10158933609","11329310586","10818186311","10523357939","10987651652","10721710933","10911261217","9523378451","9864898637","9841062172","10633091968","10745774944","9322726121","8823177124","8936756722","8760048501","6850335045","5696181139","6462584601","5949638500","6713430053","5671844114","6672253322","5199665638","4701864684","4926084591","4621344762","5039617512","3683150533","3636318407","3676230270","3913226116","4448488660","4488303661","5039603721","4586720676","4836093643","4842340853","5557064466","5418113262","5898060554","5976430115","6349655537","5341025120","5716621046","5212082806","5876992258","6339544490","5395262460","5620329023","5866741552","6560609816","7345448232","7471971205","6229386202","6548133273","6767541209","8169880611","7279769697","7465281610","7131955333","7730068658","7324569179","6605433683","6198186555","6624255910","5753238964","6893112567","6650094344","5938661026","5598524429","6563080713","5052221102","4786848257","5799818023","6138884019","6107186643","5718895503","4198339112","3081574843","2366844968","2608349384","3749169363","3473568196","3298711068","3196795941","2909845690","4014483533","4330576308","4600045550","4368023467","4736820232","4803870589","4886477743","5456595026","5814585861","5441350919","6185171190","6630611924","7933369607","7840554854","7046870919","8454502806",
"중동","소재·부품·장비산업","수출액[$]","$","1185243710","1284724667","1283001875","1417929889","1441269218","1462479438","1564528065","1303013382","1396645985","1351957137","1409953522","1417634219","1272994959","1190914776","1281747353","1246596815","1334042147","1105995951","987363420","919141769","924560440","1079889339","1130832659","1283818713","1061977354","988226495","1111918392","1292301179","1144175292","1325703031","1325261502","1141971908","1314597157","1264043577","1392322284","1431296068","1072556828","1141494953","1391497807","1478116524","1148001823","1256738419","1214499858","956420861","1073875804","1045988292","1031478126","1147928005","848705598","940219203","1085305680","1078017685","1033672339","1040512718","967189666","846105958","894998362","945408810","1068763639","1139149538","858365279","1012184739","1033712114","1002999867","967487028","1030360326","875352911","954472246","1044440088","755277881","1117442042","1201864861","879645102","889561936","1019066989","935690653","999681967","852894374","923361511","711918849","722309597","805175026","772644351","702110129","643926397","596271591","692101667","737574181","654069733","662091904","684341520","585766271","665626623","730359279","676685372","823537690","627293738","655599852","733449239","637096848","520191687","634672915","637923824","617538617","600414760","618018446","532541963","610824650","592584410","526721562","600966565","682068465","512047762","690395648","620192204","576437699","687449725","599962293","660551367","805899111","660638488","679774358","739628965",
"중동","소재·부품·장비산업","수입액[$]","$","235742608","207559825","209903161","251157423","222915426","226537523","211476787","206538988","171126133","205100360","235160441","177124507","223225996","181113409","200680993","227057619","202448862","178408639","193889888","187364303","189976381","283790615","238837081","237762288","214885772","191322105","213229895","209972380","216270299","218968039","230151201","198056613","260681529","259852010","240903222","222296556","238973536","179504054","213970574","215128743","177805653","213615085","183629704","176694254","164903123","181636780","177920697","169816462","188312933","133965990","180116439","162195065","169062751","208512816","183310086","188032751","176587316","174182043","296110355","203947681","212283862","193401372","239974530","202043301","187426128","235026003","698181454","911387251","234427390","231758473","249764735","277348175","260996597","254078102","288478090","293972183","258771550","212146288","223289734","202468907","167926171","221592259","200465351","163826167","189411942","165855075","179590578","181222334","185407473","156215109","157371939","174639829","173205443","146250366","159973706","165993764","142997866","158849731","152297004","156738495","142670614","141656230","166487702","138962155","158540630","147341345","134137075","213181010","308231387","230467282","263195753","241081205","277420025","245608585","211300515","213718845","172135743","242197545","285699576","286124180","293129687","252109270","270032224",
"사우디아라비아","전산업","수출액[$]","$","582002716","587567189","749504542","783524893","783592445","868899981","885925786","704226956","741024942","818540993","792311552","814919454","976367239","763632922","711693522","801352010","824463807","699038457","707792207","561733744","535999248","827323501","631625214","786700138","703975017","617000033","626600901","844851291","638098055","677050219","667070499","482882974","587889155","826195747","817301141","798596076","714823943","692942839","887263733","924825881","751468777","880562533","880788997","675248517","817647249","771400171","759970469","724929237","395575780","528838599","561752805","537623873","475212740","513082362","405115503","432173260","404201004","454943806","491188148","444158800","373781692","369717170","458506144","430778915","527277458","421666490","436828928","391724984","348776291","417475217","570817329","399705498","466407115","420942279","347405577","418769670","279337666","255833776","232072288","207729744","336040434","361090055","325826299","300496455","215289712","280201845","292903353","288894269","253962342","297052581","358418841","326404572","321590039","365036009","331280570","366086284","255847987","271475911","376710348","278415614","257466796","240444318","198304451","263558250","327969728","249922262","334832288","246948187","227812404","238686729","224789654","207463855","196757791","252604209","313800479","195226204","277894378","415495379","297145852","477017491","278164628","303153582","395184399",
"사우디아라비아","전산업","수입액[$]","$","3445914752","3348445538","3613755528","3428887294","3650223071","2918146933","2833814060","3319553090","2939250423","3594356241","3436003367","3178700559","3313293389","3208000500","2944896982","2617276448","3019970250","3029350591","2891961718","3318548582","3144775987","3706423026","3118374573","3352341701","3206481042","3352064239","2940379890","2873939270","3027106523","3095147589","3490995137","3398401858","3429644609","2691041110","2962807803","2226526620","1686373324","1658847261","1538677949","2010796324","2486127637","1579573497","2021784342","1415996576","1194387171","1303589146","1278831844","1386501441","909656881","889922287","932269161","1283842231","1355072471","1270537584","1576219845","1406324485","1460193226","1513599257","1599269788","1544765341","1421908771","1676770047","1641909136","1615695234","1895848581","1581203222","1504670112","1664214777","1703394604","1305087300","1599246283","1980531632","1986822856","2330136115","1636425468","1866402943","1970751990","2697138880","2153210814","2385364357","2128005696","2712546621","2574692175","1894262867","1771641053","2053777869","1490445787","2092097541","1955036556","2048878343","1878079118","2259301545","1511360433","1570484989","1682832945","1526644438","2018583061","1745582082","1593871350","916152309","740665239","915062429","1622489557","1115022549","1163346025","1399662750","1117734954","1631448737","1302923974","1590236865","1493344184","1686215584","1821417363","1925312052","1839191483","2200440667","2085923731","2434351195","2565113038","3326878235","3125962255","2603656089","3459199273",
"사우디아라비아","소재·부품·장비산업","수출액[$]","$","250730494","213062888","324094507","329710477","360483362","375967136","494671316","367770276","373612480","412770169","401031349","416558190","463401966","361432433","328303194","351958098","365727857","300159900","268327395","251198603","238320793","304910677","240385780","338494399","222507068","195544248","229409594","306743064","233984668","307955520","258736444","180982912","260577922","297268946","349074445","350437033","251167361","266866083","441603927","416035260","305595690","374081037","372993046","252261358","377363324","317183243","266577135","311503481","224178309","240217723","230273412","218465410","186789398","197112971","166338235","167130689","188657637","158614620","184996182","167497740","143253218","175393456","192071148","176076035","172428966","179415071","125546043","154572666","130236968","105417602","242513570","209152923","134416291","168729350","157303598","161009875","134804656","101404380","145056153","110986408","162296769","157753785","170002854","133838567","94956916","117907579","131503298","149857319","132247315","123143216","122429767","110472793","122170922","145426582","107447233","152320786","98574986","136529692","149172665","114447450","119463908","174071151","114136541","157646891","135054502","99029056","103720037","100436612","107878365","118688173","123144122","106751451","107237372","121899402","121844223","88143815","114585744","121941990","121260556","205310458","129554339","153807944","179444547",
"사우디아라비아","소재·부품·장비산업","수입액[$]","$","62000439","63314921","51256028","83233566","72134823","69122372","69679057","63797395","53396516","61144405","72953876","58041683","72460248","61925416","68040176","69564480","67213496","58956019","62974307","57083511","75696672","84032765","85396145","83694714","69775219","64730822","59642216","65932567","64558991","60292508","82417696","63925645","106912276","92435200","96408359","61412535","68262384","56908542","62652586","65532101","53578971","83534073","59829070","48856790","49498623","52468035","46035473","38552457","45057087","31816235","46639585","31658256","49743358","57092446","46348669","47949084","49769191","52274182","58453502","53967239","44935766","53299823","67822847","53138601","47204013","49851106","37443031","60934745","44711763","53906918","61507589","68947981","51390787","76954739","64630785","75412420","76400435","71398884","74291913","63688687","56833057","48380535","67296422","46691319","51670508","51259472","62089889","49625784","48412527","40113724","35329815","35523742","36422873","36772119","39177042","43715460","25466144","30507274","33613684","35809137","29796187","30618017","30298774","25272008","43533674","41813200","38975280","52543644","48497955","50378141","46187684","58593414","52002658","61336919","45486155","62997257","32821358","64002871","58028177","63241870","49807781","42688897","61321493",
"아랍에미리트","전산업","수출액[$]","$","521311625","560342657","597443204","551933388","594622439","681328368","635061140","482251394","589065471","558126600","554938699","535291149","442498749","435975715","491815702","459835241","428906385","400500867","442428544","466236509","409234841","566453691","622684608","571093181","616766319","629624898","705670160","575130059","504323969","555608165","692588830","510908292","545394693","594441025","685017710","596153960","464999538","480821738","583575983","686746166","504259512","569434131","474273846","408689793","429821984","472201919","481073465","520876957","413489337","409714498","513469446","637359130","447706952","415365671","381733135","329588382","351247138","825275986","655422102","489590514","457305246","403050303","684175026","502431805","440710025","463163862","402232505","442170696","469803668","322291817","436898865","364649640","299960693","328474960","347126533","376828152","377547042","390848788","846915890","586591503","220324838","262522497","314874093","236456940","251329819","233024275","264416404","263329473","314174830","323593893","295063474","307044190","263562599","314709514","305557258","333966175","347917710","340594046","368414556","272924714","221310176","306902800","357595299","300320009","291622245","324587276","251663186","269758979","274996916","258486702","297008008","355880978","220014992","352357400","359935344","372396263","350116425","321314735","380215605","432048730","356465532","381849733","326326684",
"아랍에미리트","전산업","수입액[$]","$","1624878613","1298350385","1149639363","1039933756","1648196459","1152578949","1062004990","992906728","1126932772","1260804590","1429722634","1329337950","1323643802","1527419131","1474477970","1248763806","1349814547","1537630540","1538351511","1454652773","1647600480","1667028986","1698640727","1654872667","1087816283","1154597354","1125174078","1592915126","1548990487","1491287040","1459994711","1760209176","1234537676","1361676978","1038966810","1338090153","819774427","733851338","726114749","704815463","653201967","649727927","959752511","701973811","679381461","779352626","545957638","660768472","490741529","468438610","535766134","422739008","522150188","483969277","664011735","732648025","562510502","708625495","777228287","572224583","724511163","609136210","939751457","705096345","777347623","535384578","984338905","1299130585","687247287","752240157","660355496","882518350","763578609","759506806","849377620","642160789","793132446","931566197","707520850","892259487","938369844","629729053","684599539","695576637","646179520","571729315","530272545","860892169","735411015","596437156","832036148","797291496","490336130","970119615","835384200","1125058115","889128973","968635816","561024216","335381964","178575816","295949173","565796788","407823683","448875163","304404288","267529358","469615343","453657406","666146536","635202225","431436704","647970449","558599301","554274791","604836223","684946413","655218087","703248508","723200249","806470485","491385152","780015893",
"아랍에미리트","소재·부품·장비산업","수출액[$]","$","283782226","311604962","294041933","314478519","322283045","327117840","307143374","235914015","263228160","246734543","254937972","271772925","217381399","213863543","235046060","215068326","229873479","221055199","266133795","240642400","223450507","234253908","265953944","281213791","281978069","271454650","268849219","315107488","282519545","293723979","367513856","256544190","273944021","292457452","339175845","313860655","207906057","262975535","301633972","303632843","278420544","324428748","275431188","235658573","223027893","268907212","272147370","271135215","213921275","241558092","263294772","334456731","261360368","228304621","217354613","174630238","180065132","187871317","258199169","220156809","173888715","201242820","260445612","225306595","216823642","240761589","160986381","215709858","208652473","143336855","224322261","208604716","163127400","200045312","198894883","164460002","202339732","135816914","183692477","140725822","137204156","152666335","168367096","138537002","129727446","125179108","161597535","155341592","163950681","152040245","193135050","150219980","152054940","206257766","192558085","218394197","234620589","198969025","203242901","163757821","127278594","162349518","239172255","178764216","159045779","219954691","163851354","185682999","194278899","163536794","175469318","242715123","141350042","239887287","225557085","172154546","252794121","168694746","208878080","264224826","185732221","235524336","204147458",
"아랍에미리트","소재·부품·장비산업","수입액[$]","$","37911049","47323758","30681712","18144716","29621332","40323510","23097303","19809854","25208125","31425837","35054183","17559326","41795608","26032570","19103718","31121564","30019481","18544890","22205788","34105907","16499334","38888680","30995516","31780289","30230452","37633312","24225595","25578700","32519631","39363611","34577567","38778054","39063894","42606083","28979410","41620614","36539570","34758081","38319404","43963549","29162393","35657021","23213890","28199528","22369734","31150035","42020770","28628539","28908567","22090738","22913755","38010309","21861620","28308264","47062032","50163047","40707358","37852505","132933391","55095850","52020448","36551806","28594073","28999699","23359731","37337458","509364050","714850285","46520909","56960251","45354255","58969604","52507302","33919734","47680004","34395324","24922065","30944340","26485154","22419306","16856732","30888527","20033605","18011079","16053053","13834042","16844550","27148772","26957465","21096644","20475937","21125829","21191135","13478456","23940122","22437086","18263729","18845724","20259859","22315959","16619490","18987123","19369943","14287958","16359569","19225029","13369214","25499803","24112388","22698322","28529297","21401913","24075828","27823121","31277683","19438702","19209358","36633542","39859747","32596438","47506990","38805406","45601908",
"유럽","전산업","수출액[$]","$","5125948189","6225747817","6039264428","5889412486","6262621127","5769394741","5481693092","5970204212","5820562248","5638603527","5028107617","5048151449","5283263782","5342285220","5605974913","6178523013","5549950142","6221952353","5868041772","6073971800","5377798776","6691876188","5478554167","5532536964","6110143290","5705199093","6206255642","6127338204","7387004582","6842900339","5999620744","5629498856","5136240816","6510440811","4648485738","5343356912","4555841661","6261275571","5517806961","5607746423","5611974033","6571400407","5977506727","4459980670","5482520484","4829962833","5998041686","5378497885","4480149524","4065724308","6251055042","5077186987","4972128973","6411372761","5101598505","4430623612","4984280977","4865528960","5291866825","6078199671","5197538256","5142768247","5651240760","8115782435","6220771447","6715997933","6337485931","6047304597","7882609969","5244604968","5219836015","5561651807","6504933513","6184272386","6781899261","6429641512","6321064183","5785912136","5908434532","5651330183","5051708100","6695789043","6483758004","7278875386","6361828629","4919076198","6259209026","6507986722","5751920945","5747357293","5980866949","5339119773","5780974528","5674119219","5174619461","5671891855","5326134708","5317010712","6392712998","4927636026","4214707432","4727677669","5569626298","5077464201","6627846829","6179052030","6193854663","6997148033","6578671332","6752263926","8686285128","7255398115","7003059089","7493304968","7463760377","7049604439","7962663938","7347339650","7448201480","8386429901","7584615864","7886136588","8177734630",
"유럽","전산업","수입액[$]","$","5401005105","5743345197","5882514424","5603193805","6503191927","5450918465","6567209733","5658735850","6277010530","5814863522","5785007008","6636349340","6601456590","5426124595","6681433605","6047270185","6431082542","5714438168","6243978828","6374120752","5794076773","6691779815","6095519758","7311057350","7165752662","6607036775","7151389520","7390057343","7368804964","6682893440","7968528029","6750055982","7111853867","6780553985","7036461683","7336492611","6402868538","5708840126","6594890632","6421485314","6174397315","6753290986","6579236457","6220668487","5739565512","5533573120","6421415097","6754552161","5790003736","4573657163","5091304120","5700323476","5572685214","5609709504","5177010860","5923508865","4948190640","5545467129","5861280540","6153451168","5547562043","5618758112","6377221036","5494929324","6045728261","6692649177","6253119118","6197089250","6911634201","5968746798","6534811701","7252157875","7461144689","6597409332","7731800155","7062157523","7753944542","7028559967","7274305500","7226026188","6211229674","6973357617","7919586018","7064974205","6599118372","5543877911","6869147520","6404310192","6364910363","5783014931","7219460924","6614454628","5481709771","6572488163","6371782638","6888820753","6087813884","6097565591","7324476503","5833826943","6190197396","6079721464","6264233727","5560459594","6306555194","6379186267","7104294629","7461500225","7033161491","6081812616","8361695277","8338379886","7977605575","8097942715","8745567777","7776120197","8102797775","8202525680","8471803736","10222137829","8242687770","7956502785","8449724836",
"유럽","소재·부품·장비산업","수출액[$]","$","2236096772","2695264513","2757454304","2696534374","2667537246","2486707454","2544098506","2494522347","2528202127","2453958960","2434793180","2418579021","2631146682","2613965675","2788907833","2744465432","2589163859","2356656102","2672666820","2581943520","2536324241","2835139093","2527028982","2765056282","2959235011","2720887669","2988662852","3205427276","3001403848","2948737888","3236624067","2792640727","2740423340","2918010382","2572199046","3036974429","2611499903","2304668138","2663736125","2621565359","2467189005","2631517687","3027506152","2391309444","2612998519","2702599940","2268251880","2803012669","2463090288","2378996101","2677508465","2783697741","2679463521","2829455506","2775657005","2535961080","2563998256","2505690540","2550355586","2895710259","2530456536","2799054707","2938133443","2972783571","2926007668","3008386172","3151561222","3108905465","3310659844","2576970713","3103395494","3155959086","3388959139","3219187044","3652057601","3635951981","3588128813","3353875932","3507091748","3524104913","3108085678","3564142511","3185774329","3124250933","3387263013","2745622496","3412151746","3499445025","3348453461","2998734036","3256953253","3004730157","3024135183","3188291631","2822112562","3320750786","3053683699","3137008532","3538738836","2760617732","2448603478","2470491073","2885001226","2924640642","3630627434","3361920820","3524183909","4168591260","3585545640","3614049331","4482749410","3811600608","3990189049","4233814885","3991691258","3770971202","3879184075","3768187754","3862170360","4533475413","4346295115","3891454188","4251511143",
"유럽","소재·부품·장비산업","수입액[$]","$","2590186614","2517978977","2583362453","2694475381","2791914758","2733852398","2891003464","2595270347","2503675649","2619432653","2636088122","2742350513","2883545292","2481207425","2745323625","2724101915","2942746570","2883438797","2980376026","3004919953","2729043845","3246485440","2936255639","3205260899","2756028860","2787327187","3010017643","3269889519","3158837318","2847322910","3287171269","2830120575","2839878780","2921967199","2907817803","3325811533","2989952489","2683167686","2930955949","2990260088","2572208246","2840924864","2964618945","2452832615","2425883786","2340249047","2787588505","2846653764","2547674523","2081153447","2339658839","2619427259","2427090604","2328562188","2340854882","2570900687","2058598140","2147657647","2365031595","2424410603","2215193090","2258966433","2870773173","2307493689","2645277977","2849718612","2648723130","2658237267","3015354559","2387966033","2686443758","2758066551","3068478125","2568209486","2915731198","2874452078","2929940025","2748394062","2644632152","2568850841","2679071623","2456554006","2662538445","2585072325","2581016658","2090011144","2379804355","2629384742","2618801933","2402628747","2624295481","2430444424","2138047704","2211840427","2392910667","2620027456","2176714154","2248166659","3068304159","2334323272","2857961154","2743264798","2683200915","2000146671","2735811400","2592960779","2834295573","3081187899","2969743654","2466463616","3662911399","3357404172","3146183494","3242861965","3780865769","3032560479","3227639127","3211274212","3001174543","4254807139","2731459465","2876520055","3183678856",
"프랑스","전산업","수출액[$]","$","176482542","248762722","241175097","208703123","208459467","185003975","169722933","178819049","220560410","255869750","260762162","244457342","230691970","273500086","297071325","539055654","286985404","251472583","262277554","283096215","271353517","361936345","224115153","206414119","256915831","309815565","221243426","241932786","179694477","357299123","235587354","168581753","173044646","162908199","145661217","186598766","179821083","146307373","349248845","175802520","320574425","171145027","207434311","291138899","210193495","186615798","147246431","195736676","245331510","170222966","274214002","269127787","185987598","219570264","174617942","160459346","166853246","184410902","213616279","203722901","183099697","222679849","270164150","221851888","224746692","186989638","271353318","336310739","333689421","224619161","259784734","259383949","289198995","236751668","354650624","305244163","305395679","247494719","270099463","318113004","226014483","437275722","255506508","295050751","312445969","225558891","298046095","326748700","264233849","248420052","293652635","275580592","299922634","254439435","237012318","281410434","369322400","223524561","249853312","227195197","163032553","269948770","225554703","196886768","285308864","250325698","247756952","274357256","279231273","246619824","465628594","341456341","309545231","399508679","311444339","251590824","578634251","506253199","518337986","353094675","489012083","499709606","408541348",
"프랑스","전산업","수입액[$]","$","364027394","354374447","399923184","370065343","384451902","367290506","404596167","374506632","357191616","412310701","427685930","707584049","491845764","418124759","545023849","432288856","439928039","519690071","420062110","752645319","441690207","719221784","391184819","441233619","422262585","438587955","420803375","465684050","719632166","661814218","1046075216","384580361","376334162","586246850","646534529","654963216","431479492","379048890","594969980","505682851","700623575","845183923","469334947","446202167","510247431","376624467","430681089","467526707","424317677","352429768","456237331","478361066","455646456","443065329","413178670","456445947","415167648","764294844","437721632","747186450","423533794","428886398","527308692","452850598","512149898","535264426","482409619","504752112","494587198","416998578","481636586","485401820","493856726","569876721","604866906","474112176","487447344","465841768","481617991","464227399","383177743","476404937","479556366","498177025","500788044","400504036","473057104","517308540","576153083","450618448","522980951","494662309","465689446","480959480","459131722","492748629","539167951","421047127","499317718","436601339","394930296","456540814","618354687","491888199","482617655","507013732","497963580","535417905","465159400","450580935","587405790","553361978","551811993","566904495","562885348","566476767","516520603","648746575","564887570","607263670","551838030","595308514","654932958",
"프랑스","소재·부품·장비산업","수출액[$]","$","60103200","77631950","72473733","73281330","70450304","63825439","66614935","59075261","70719299","71266774","66127604","83635309","76794842","75227436","83872675","83635364","86384101","75982708","81259396","66585910","58291830","76847634","74167206","88885775","93595692","89980044","87025771","104785572","81894370","73597701","96639721","86882819","90904753","86185588","74441027","94136702","84822502","74950654","95294464","97767646","83279086","84480485","109452660","85659083","91645240","98843896","76334923","115142056","91696184","92436675","111862093","100488003","100768134","82164435","94397126","99867334","93277069","92066212","102424616","109660494","97459387","113952763","135242225","115752204","128504472","96452253","112545981","119235255","141672844","96328814","115792358","158539453","148127347","122455431","174291364","167763028","154182961","137897097","160279358","154539701","135459365","172641313","141879480","158579206","163501658","122993610","160492747","177343426","150329136","118643665","131714631","117010616","119399900","124281058","107759635","141586640","114599002","109531503","102591421","97742253","77464821","135758528","86826467","95201065","114252605","109642026","110280950","120797013","118994018","119178220","120382766","121988672","138322900","171461392","124331700","105711730","126854908","131143090","119646209","138322238","196848318","118974122","137200343",
"프랑스","소재·부품·장비산업","수입액[$]","$","189079439","176246496","214816319","201052632","216071372","197610480","238453201","193612835","194344148","237520614","242936470","254092457","288543071","195889361","193005537","226842134","236571100","286945977","245293216","202247258","259352226","212204947","220557757","230217439","253446637","220807294","216148994","262059959","202635990","201504875","256604005","202324002","196701793","339133197","208689303","271404891","221321259","190337962","249971088","204466033","228463308","208182087","236794462","193919209","204506332","181632545","236169984","242895868","221169562","172957217","213342256","251391529","235377111","224961010","217844580","222971135","220142218","218124514","219314433","238915064","222083119","220102451","285473362","250002429","281122177","279777842","254382185","257718558","269033794","212914760","238401439","212415910","221984851","224419201","262028259","221070801","242855419","220839365","220095688","199816476","170979666","208841753","236559004","187810710","229950576","184559252","213350309","229547705","217414564","204777685","217239059","224319329","206585335","214292204","218365852","209709052","212984584","181429206","245350179","229737818","193905992","200108635","284020733","222846398","186783938","218090459","201697451","203019658","201046387","183534190","244102574","222114292","233327268","228599995","232295532","267267878","237623240","306388362","258632828","268333047","216286254","269119099","305497230",
"이탈리아","전산업","수출액[$]","$","309442152","303407247","262032901","372613845","242049016","269706751","225817642","280026526","289806931","248810497","215737839","242212070","201933484","408815724","262035059","249338647","237776447","246455425","236471191","229109053","194689272","327155684","257598127","274343893","289855964","273519381","308430289","309928803","274528396","269886714","280220959","314312507","236402500","331024572","298223525","286742108","280555505","288211107","356050977","263850411","332562015","347210862","293894258","298658702","242486756","258090965","308964098","260678559","270494715","244573730","287271826","263313503","269738703","258928702","246637042","246856815","249705562","264599141","272736781","288576207","259894844","281958147","292410122","316387999","314872062","259798984","285491259","336699411","431145319","329643251","316312488","333289090","381193395","395574266","428579570","391443644","440109091","360962331","383693439","387540010","337875843","334624101","319451715","331960274","371455107","322209169","362878203","361259947","366190940","289441065","333922227","291362450","258676739","255976461","241430222","318562124","290157682","265142350","306783645","215239708","198231060","199177940","258929367","233384719","285738134","292977566","331053313","344295766","308971028","318604520","426579654","374847610","401070063","389021559","396462892","338870109","378171566","352452838","431726127","480400812","497706582","441924073","520959560",
"이탈리아","전산업","수입액[$]","$","361268730","409838079","382672321","364083730","389581208","384099880","481206713","396354544","413817126","418742999","402253654","424283888","444975073","371339266","417671279","448777170","471777019","451427592","477275702","416514480","466691458","452270846","468040907","496705571","493384382","444656814","518861948","500857756","569974284","484690232","668517153","553291482","531154613","511123465","456645660","527764178","472902197","406680347","546270824","468555121","424919386","548945082","510316896","497010586","437383511","418988189","534994071","557616597","556038896","397018998","449391551","441562949","474595112","454805758","442369924","490008385","414400221","402385361","474037591","428132228","391642315","447199736","462877390","420587160","486887870","509561123","500019265","473013327","538989821","468550805","497726749","498518855","554469198","492974661","534681338","498011610","556064446","513335523","544579524","511561805","501579510","544701718","540001882","510809444","569945544","414701787","531832822","527820439","546037415","554095684","615423455","540726199","523666369","493675760","544107433","587248681","557214351","499635905","535658888","399772443","405421670","562287427","664022931","586829675","611237042","559477519","610203458","659193742","590851052","567375541","784346706","682320929","717599371","745647398","761559749","642550363","584464749","619939488","684821912","624276603","644759378","632286780","719455728",
